"germplasmName","Function","Herbicide","Grain_Class","BLUE","studyYear","Trait"
"171L1640","Conventional_Entry","Conventional","Long",81.48119501,2018,"Days.to.heading.LSU_01.0000130"
"171L1647","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"171L1768","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"171L1769","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"171L1788","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1501","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1502","Conventional_Entry","Conventional","Long",73.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1503","Conventional_Entry","Conventional","Long",73.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1504","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1505","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1506","Conventional_Entry","Conventional","Long",82.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1507","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1508","Conventional_Entry","Conventional","Long",80.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1509","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1510","Conventional_Entry","Conventional","Long",74.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1511","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1512","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1513","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1514","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1515","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1516","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1517","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1518","Conventional_Entry","Conventional","Long",81.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1519","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1520","Conventional_Entry","Conventional","Long",73.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1521","Conventional_Entry","Conventional","Long",82.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1522","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1523","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1524","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1525","Conventional_Entry","Conventional","Long",80.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1526","Conventional_Entry","Conventional","Long",83.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1527","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1528","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1529","Conventional_Entry","Conventional","Long",83.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1530","Conventional_Entry","Conventional","Long",84.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1531","Conventional_Entry","Conventional","Long",80.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1532","Conventional_Entry","Conventional","Long",84.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1533","Conventional_Entry","Conventional","Long",84.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1534","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1535","Conventional_Entry","Conventional","Long",84.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1536","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1540","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1541","Conventional_Entry","Conventional","Long",82.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1542","Conventional_Entry","Conventional","Long",84.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1543","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1544","Conventional_Entry","Conventional","Long",75.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1545","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1546","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1547","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1548","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1549","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1550","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1551","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1552","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1553","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1554","Conventional_Entry","Conventional","Long",86.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1555","Conventional_Entry","Conventional","Long",84.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1556","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1557","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1558","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1559","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1560","Conventional_Entry","Conventional","Long",72.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1561","Conventional_Entry","Conventional","Long",73.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1562","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1563","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1564","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1565","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1566","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1567","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1573","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1574","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1579","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1580","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1581","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1582","Conventional_Entry","Conventional","Long",80.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1583","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1584","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1586","Conventional_Entry","Conventional","Long",81.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1587","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1589","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1591","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1592","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1594","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1595","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1615","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1616","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1617","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1618","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1619","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1620","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1621","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1622","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1623","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1624","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1625","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1626","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1627","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1628","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1629","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1630","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1631","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1632","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1633","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1641","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1642","Conventional_Entry","Conventional","Long",81.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1643","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1644","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1645","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1646","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1647","Conventional_Entry","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1648","Conventional_Entry","Conventional","Long",78.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1649","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1650","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1651","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1652","Conventional_Entry","Conventional","Long",75.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1653","Conventional_Entry","Conventional","Long",72.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1655","Conventional_Entry","Conventional","Long",79.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1656","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1658","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1659","Conventional_Entry","Conventional","Long",81.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1674","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1675","Conventional_Entry","Conventional","Long",73.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1676","Conventional_Entry","Conventional","Long",70.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1677","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1678","Conventional_Entry","Conventional","Long",74.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1679","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1680","Conventional_Entry","Conventional","Long",70.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1681","Conventional_Entry","Conventional","Long",75.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1682","Conventional_Entry","Conventional","Long",79.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1683","Conventional_Entry","Conventional","Long",72.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1684","Conventional_Entry","Conventional","Long",75.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1685","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1686","Conventional_Entry","Conventional","Long",73.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1687","Conventional_Entry","Conventional","Long",71.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1688","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1689","Conventional_Entry","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1690","Conventional_Entry","Conventional","Long",73.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1691","Conventional_Entry","Conventional","Long",74.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1692","Conventional_Entry","Conventional","Long",80.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1693","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"181L1694","Conventional_Entry","Conventional","Long",75.98119501,2018,"Days.to.heading.LSU_01.0000130"
"181L2001","Conventional_Entry","Conventional","Long",75.80476914,2018,"Days.to.heading.LSU_01.0000130"
"181L2002","Conventional_Entry","Conventional","Long",77.69950399,2018,"Days.to.heading.LSU_01.0000130"
"181L2003","Conventional_Entry","Conventional","Long",77.5677242,2018,"Days.to.heading.LSU_01.0000130"
"181L2004","Conventional_Entry","Conventional","Long",70.08942333,2018,"Days.to.heading.LSU_01.0000130"
"181L2005","Conventional_Entry","Conventional","Long",77.80563037,2018,"Days.to.heading.LSU_01.0000130"
"181L2006","Conventional_Entry","Conventional","Long",79.75111451,2018,"Days.to.heading.LSU_01.0000130"
"181L2007","Conventional_Entry","Conventional","Long",78.18070363,2018,"Days.to.heading.LSU_01.0000130"
"181L2008","Conventional_Entry","Conventional","Long",77.27158925,2018,"Days.to.heading.LSU_01.0000130"
"181L2009","Conventional_Entry","Conventional","Long",76.76816197,2018,"Days.to.heading.LSU_01.0000130"
"181L2010","Conventional_Entry","Conventional","Long",78.44813259,2018,"Days.to.heading.LSU_01.0000130"
"181L2011","Conventional_Entry","Conventional","Long",75.43728194,2018,"Days.to.heading.LSU_01.0000130"
"181L2012","Conventional_Entry","Conventional","Long",77.43262765,2018,"Days.to.heading.LSU_01.0000130"
"181L2013","Conventional_Entry","Conventional","Long",75.87607533,2018,"Days.to.heading.LSU_01.0000130"
"181L2014","Conventional_Entry","Conventional","Long",76.89509224,2018,"Days.to.heading.LSU_01.0000130"
"181L2016","Conventional_Entry","Conventional","Long",75.82196571,2018,"Days.to.heading.LSU_01.0000130"
"181L2017","Conventional_Entry","Conventional","Long",74.99835629,2018,"Days.to.heading.LSU_01.0000130"
"181L2019","Conventional_Entry","Conventional","Long",83.14170003,2018,"Days.to.heading.LSU_01.0000130"
"181L2020","Conventional_Entry","Conventional","Long",79.34662346,2018,"Days.to.heading.LSU_01.0000130"
"181L2021","Conventional_Entry","Conventional","Long",86.56002916,2018,"Days.to.heading.LSU_01.0000130"
"181L2022","Conventional_Entry","Conventional","Long",81.00228591,2018,"Days.to.heading.LSU_01.0000130"
"181L2023","Conventional_Entry","Conventional","Long",78.90154304,2018,"Days.to.heading.LSU_01.0000130"
"181L2024","Conventional_Entry","Conventional","Long",78.44768069,2018,"Days.to.heading.LSU_01.0000130"
"181L2025","Conventional_Entry","Conventional","Long",79.28680187,2018,"Days.to.heading.LSU_01.0000130"
"181L2026","Conventional_Entry","Conventional","Long",78.49886801,2018,"Days.to.heading.LSU_01.0000130"
"181L2028","Conventional_Entry","Conventional","Long",74.97485113,2018,"Days.to.heading.LSU_01.0000130"
"181L2029","Conventional_Entry","Conventional","Long",75.88256464,2018,"Days.to.heading.LSU_01.0000130"
"181L2030","Conventional_Entry","Conventional","Long",78.70503864,2018,"Days.to.heading.LSU_01.0000130"
"181L2031","Conventional_Entry","Conventional","Long",79.7777848,2018,"Days.to.heading.LSU_01.0000130"
"181L2032","Conventional_Entry","Conventional","Long",79.23344882,2018,"Days.to.heading.LSU_01.0000130"
"181L2033","Conventional_Entry","Conventional","Long",77.48578234,2018,"Days.to.heading.LSU_01.0000130"
"181L2034","Conventional_Entry","Conventional","Long",79.16474737,2018,"Days.to.heading.LSU_01.0000130"
"181L2035","Conventional_Entry","Conventional","Long",76.35386883,2018,"Days.to.heading.LSU_01.0000130"
"181L2036","Conventional_Entry","Conventional","Long",77.14936861,2018,"Days.to.heading.LSU_01.0000130"
"181L2037","Conventional_Entry","Conventional","Long",78.05386156,2018,"Days.to.heading.LSU_01.0000130"
"181L2038","Conventional_Entry","Conventional","Long",77.55786522,2018,"Days.to.heading.LSU_01.0000130"
"181L2039","Conventional_Entry","Conventional","Long",80.04388693,2018,"Days.to.heading.LSU_01.0000130"
"181L2040","Conventional_Entry","Conventional","Long",77.94404423,2018,"Days.to.heading.LSU_01.0000130"
"181L2041","Conventional_Entry","Conventional","Long",74.37622783,2018,"Days.to.heading.LSU_01.0000130"
"181L2042","Conventional_Entry","Conventional","Long",74.16986141,2018,"Days.to.heading.LSU_01.0000130"
"181L2043","Conventional_Entry","Conventional","Long",78.77022532,2018,"Days.to.heading.LSU_01.0000130"
"181L2044","Conventional_Entry","Conventional","Long",77.21179711,2018,"Days.to.heading.LSU_01.0000130"
"181L2045","Conventional_Entry","Conventional","Long",78.87035602,2018,"Days.to.heading.LSU_01.0000130"
"181L2046","Conventional_Entry","Conventional","Long",79.20726393,2018,"Days.to.heading.LSU_01.0000130"
"181L2047","Conventional_Entry","Conventional","Long",80.33270156,2018,"Days.to.heading.LSU_01.0000130"
"181L2048","Conventional_Entry","Conventional","Long",80.70248451,2018,"Days.to.heading.LSU_01.0000130"
"181L2049","Conventional_Entry","Conventional","Long",82.57800147,2018,"Days.to.heading.LSU_01.0000130"
"181L2050","Conventional_Entry","Conventional","Long",84.90191815,2018,"Days.to.heading.LSU_01.0000130"
"181L2051","Conventional_Entry","Conventional","Long",84.28054406,2018,"Days.to.heading.LSU_01.0000130"
"181L2052","Conventional_Entry","Conventional","Long",84.29837225,2018,"Days.to.heading.LSU_01.0000130"
"181L2059","Conventional_Entry","Conventional","Long",78.05070012,2018,"Days.to.heading.LSU_01.0000130"
"181L2060","Conventional_Entry","Conventional","Long",78.82674988,2018,"Days.to.heading.LSU_01.0000130"
"181L2061","Conventional_Entry","Conventional","Long",80.2438963,2018,"Days.to.heading.LSU_01.0000130"
"181L2062","Conventional_Entry","Conventional","Long",79.45408299,2018,"Days.to.heading.LSU_01.0000130"
"181L2064","Conventional_Entry","Conventional","Long",72.95937764,2018,"Days.to.heading.LSU_01.0000130"
"181L2065","Conventional_Entry","Conventional","Long",77.16187989,2018,"Days.to.heading.LSU_01.0000130"
"181L2066","Conventional_Entry","Conventional","Long",78.36724852,2018,"Days.to.heading.LSU_01.0000130"
"181L2067","Conventional_Entry","Conventional","Long",75.94142285,2018,"Days.to.heading.LSU_01.0000130"
"181L2068","Conventional_Entry","Conventional","Long",76.50582786,2018,"Days.to.heading.LSU_01.0000130"
"181L2069","Conventional_Entry","Conventional","Long",72.89910354,2018,"Days.to.heading.LSU_01.0000130"
"181L2070","Conventional_Entry","Conventional","Long",78.16020663,2018,"Days.to.heading.LSU_01.0000130"
"181L2071","Conventional_Entry","Conventional","Long",78.66344973,2018,"Days.to.heading.LSU_01.0000130"
"181L2072","Conventional_Entry","Conventional","Long",79.82032272,2018,"Days.to.heading.LSU_01.0000130"
"181L2073","Conventional_Entry","Conventional","Long",79.25651379,2018,"Days.to.heading.LSU_01.0000130"
"181L2074","Conventional_Entry","Conventional","Long",75.25400871,2018,"Days.to.heading.LSU_01.0000130"
"181L2075","Conventional_Entry","Conventional","Long",76.62359956,2018,"Days.to.heading.LSU_01.0000130"
"181L2076","Conventional_Entry","Conventional","Long",78.20934306,2018,"Days.to.heading.LSU_01.0000130"
"181L2077","Conventional_Entry","Conventional","Long",78.78547116,2018,"Days.to.heading.LSU_01.0000130"
"181L2078","Conventional_Entry","Conventional","Long",72.69790486,2018,"Days.to.heading.LSU_01.0000130"
"181L2079","Conventional_Entry","Conventional","Long",78.09091094,2018,"Days.to.heading.LSU_01.0000130"
"181L2080","Conventional_Entry","Conventional","Long",77.49960981,2018,"Days.to.heading.LSU_01.0000130"
"181L2081","Conventional_Entry","Conventional","Long",75.88746129,2018,"Days.to.heading.LSU_01.0000130"
"181L2082","Conventional_Entry","Conventional","Long",79.03369176,2018,"Days.to.heading.LSU_01.0000130"
"181L2084","Conventional_Entry","Conventional","Long",76.11600295,2018,"Days.to.heading.LSU_01.0000130"
"181L2085","Conventional_Entry","Conventional","Long",77.52765385,2018,"Days.to.heading.LSU_01.0000130"
"181L2086","Conventional_Entry","Conventional","Long",78.88782068,2018,"Days.to.heading.LSU_01.0000130"
"181L2087","Conventional_Entry","Conventional","Long",80.9351305,2018,"Days.to.heading.LSU_01.0000130"
"181L2088","Conventional_Entry","Conventional","Long",78.77235598,2018,"Days.to.heading.LSU_01.0000130"
"181L2089","Conventional_Entry","Conventional","Long",80.31794489,2018,"Days.to.heading.LSU_01.0000130"
"181L2090","Conventional_Entry","Conventional","Long",78.58940521,2018,"Days.to.heading.LSU_01.0000130"
"181L2091","Conventional_Entry","Conventional","Long",78.35867563,2018,"Days.to.heading.LSU_01.0000130"
"181L2092","Conventional_Entry","Conventional","Long",75.68048284,2018,"Days.to.heading.LSU_01.0000130"
"181L2093","Conventional_Entry","Conventional","Long",74.8401949,2018,"Days.to.heading.LSU_01.0000130"
"181L2094","Conventional_Entry","Conventional","Long",77.88343063,2018,"Days.to.heading.LSU_01.0000130"
"181L2095","Conventional_Entry","Conventional","Long",78.52836297,2018,"Days.to.heading.LSU_01.0000130"
"181L2096","Conventional_Entry","Conventional","Long",76.62231357,2018,"Days.to.heading.LSU_01.0000130"
"181L2097","Conventional_Entry","Conventional","Long",75.79875387,2018,"Days.to.heading.LSU_01.0000130"
"181L2098","Conventional_Entry","Conventional","Long",78.96161362,2018,"Days.to.heading.LSU_01.0000130"
"181L2099","Conventional_Entry","Conventional","Long",77.45166208,2018,"Days.to.heading.LSU_01.0000130"
"181L2100","Conventional_Entry","Conventional","Long",76.18181666,2018,"Days.to.heading.LSU_01.0000130"
"181L2101","Conventional_Entry","Conventional","Long",78.80136794,2018,"Days.to.heading.LSU_01.0000130"
"181L2102","Conventional_Entry","Conventional","Long",83.09606313,2018,"Days.to.heading.LSU_01.0000130"
"181L2103","Conventional_Entry","Conventional","Long",78.30590417,2018,"Days.to.heading.LSU_01.0000130"
"181L2104","Conventional_Entry","Conventional","Long",78.1744329,2018,"Days.to.heading.LSU_01.0000130"
"181L2105","Conventional_Entry","Conventional","Long",78.76078503,2018,"Days.to.heading.LSU_01.0000130"
"181L2106","Conventional_Entry","Conventional","Long",80.14807971,2018,"Days.to.heading.LSU_01.0000130"
"181L2107","Conventional_Entry","Conventional","Long",80.96866743,2018,"Days.to.heading.LSU_01.0000130"
"181L2108","Conventional_Entry","Conventional","Long",76.57413185,2018,"Days.to.heading.LSU_01.0000130"
"181L2109","Conventional_Entry","Conventional","Long",80.88160398,2018,"Days.to.heading.LSU_01.0000130"
"181L2110","Conventional_Entry","Conventional","Long",76.39151062,2018,"Days.to.heading.LSU_01.0000130"
"181L2111","Conventional_Entry","Conventional","Long",75.17479751,2018,"Days.to.heading.LSU_01.0000130"
"181L2112","Conventional_Entry","Conventional","Long",76.26688325,2018,"Days.to.heading.LSU_01.0000130"
"181L2113","Conventional_Entry","Conventional","Long",75.79022083,2018,"Days.to.heading.LSU_01.0000130"
"181L2114","Conventional_Entry","Conventional","Long",78.14241527,2018,"Days.to.heading.LSU_01.0000130"
"181L2115","Conventional_Entry","Conventional","Long",77.21780055,2018,"Days.to.heading.LSU_01.0000130"
"181L2116","Conventional_Entry","Conventional","Long",76.7961663,2018,"Days.to.heading.LSU_01.0000130"
"181L2117","Conventional_Entry","Conventional","Long",79.40103531,2018,"Days.to.heading.LSU_01.0000130"
"181L2118","Conventional_Entry","Conventional","Long",81.41599214,2018,"Days.to.heading.LSU_01.0000130"
"AddiJo","Conventional_Entry","Conventional","Long",82.18518064,2018,"Days.to.heading.LSU_01.0000130"
"Catahoula","Conventional_Entry","Conventional","Long",78.48119501,2018,"Days.to.heading.LSU_01.0000130"
"Cheniere","Conventional_Entry","Conventional","Long",79.20494587,2018,"Days.to.heading.LSU_01.0000130"
"CL111","Checks_NotConventional Lines","Conventional","Long",73.98119501,2018,"Days.to.heading.LSU_01.0000130"
"CL151","Checks_NotConventional Lines","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"CL153","Checks_NotConventional Lines","Conventional","Long",77.75744415,2018,"Days.to.heading.LSU_01.0000130"
"CL172","Checks_NotConventional Lines","Conventional","Long",77.98119501,2018,"Days.to.heading.LSU_01.0000130"
"CLJ01","Checks_NotConventional Lines","Conventional","Long",81.48119501,2018,"Days.to.heading.LSU_01.0000130"
"CLXL745","Checks_NotConventional Lines","Conventional","Long",71.98119501,2018,"Days.to.heading.LSU_01.0000130"
"Fitzgerald","Checks_NotConventional Lines","Conventional","Long",75.27766807,2018,"Days.to.heading.LSU_01.0000130"
"Lakast","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"Mermentau","Conventional_Entry","Conventional","Long",76.48119501,2018,"Days.to.heading.LSU_01.0000130"
"PVL01","Checks_NotConventional Lines","Conventional","Long",84.98119501,2018,"Days.to.heading.LSU_01.0000130"
"PVL02","Checks_NotConventional Lines","Conventional","Long",76.98119501,2018,"Days.to.heading.LSU_01.0000130"
"RoyJ","Conventional_Entry","Conventional","Long",82.98119501,2018,"Days.to.heading.LSU_01.0000130"
"RU1402174","Checks_NotConventional Lines","Conventional","Long",86.94919,2018,"Days.to.heading.LSU_01.0000130"
"RU2002122","Conventional_Entry","Conventional","Long",77.6785783,2018,"Days.to.heading.LSU_01.0000130"
"RU2002146","Conventional_Entry","Conventional","Long",77.48119501,2018,"Days.to.heading.LSU_01.0000130"
"RU2002150","Conventional_Entry","Conventional","Long",81.07288153,2018,"Days.to.heading.LSU_01.0000130"
