germplasmName,BLUE,studyYear,Trait
LSU_RICE_0001,81.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0002,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0003,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0004,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0005,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0006,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0007,73.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0008,73.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0009,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0010,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0011,82.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0012,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0013,80.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0014,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0015,74.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0016,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0017,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0018,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0019,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0020,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0021,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0022,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0023,81.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0024,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0025,73.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0026,82.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0027,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0028,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0029,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0030,80.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0031,83.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0032,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0033,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0034,83.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0035,84.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0036,80.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0037,84.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0038,84.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0039,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0040,84.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0041,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0042,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0043,82.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0044,84.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0045,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0046,75.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0047,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0048,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0049,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0050,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0051,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0052,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0053,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0054,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0055,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0056,86.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0057,84.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0058,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0059,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0060,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0061,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0062,72.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0063,73.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0064,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0065,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0066,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0067,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0068,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0069,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0070,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0071,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0072,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0073,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0074,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0075,80.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0076,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0077,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0078,81.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0079,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0080,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0081,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0082,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0083,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0084,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0085,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0086,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0087,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0088,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0089,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0090,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0091,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0092,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0093,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0094,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0095,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0096,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0097,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0098,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0099,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0100,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0101,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0102,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0103,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0104,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0105,81.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0106,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0107,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0108,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0109,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0110,76.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0111,78.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0112,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0113,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0114,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0115,75.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0116,72.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0117,79.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0118,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0119,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0120,81.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0121,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0122,73.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0123,70.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0124,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0125,74.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0126,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0127,70.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0128,75.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0129,79.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0130,72.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0131,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0132,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0133,73.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0134,71.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0135,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0136,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0137,73.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0138,74.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0139,80.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0140,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0141,75.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0142,75.80476914,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0143,77.69950399,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0144,77.5677242,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0145,70.08942333,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0146,77.80563037,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0147,79.75111451,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0148,78.18070363,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0149,77.27158925,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0150,76.76816197,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0151,78.44813259,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0152,75.43728194,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0153,77.43262765,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0154,75.87607533,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0155,76.89509224,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0156,75.82196571,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0157,74.99835629,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0158,83.14170003,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0159,79.34662346,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0160,86.56002916,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0161,81.00228591,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0162,78.90154304,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0163,78.44768069,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0164,79.28680187,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0165,78.49886801,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0166,74.97485113,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0167,75.88256464,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0168,78.70503864,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0169,79.7777848,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0170,79.23344882,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0171,77.48578234,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0172,79.16474737,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0173,76.35386883,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0174,77.14936861,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0175,78.05386156,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0176,77.55786522,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0177,80.04388693,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0178,77.94404423,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0179,74.37622783,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0180,74.16986141,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0181,78.77022532,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0182,77.21179711,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0183,78.87035602,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0184,79.20726393,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0185,80.33270156,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0186,80.70248451,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0187,82.57800147,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0188,84.90191815,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0189,84.28054406,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0190,84.29837225,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0191,78.05070012,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0192,78.82674988,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0193,80.2438963,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0194,79.45408299,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0195,72.95937764,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0196,77.16187989,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0197,78.36724852,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0198,75.94142285,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0199,76.50582786,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0200,72.89910354,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0201,78.16020663,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0202,78.66344973,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0203,79.82032272,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0204,79.25651379,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0205,75.25400871,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0206,76.62359956,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0207,78.20934306,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0208,78.78547116,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0209,72.69790486,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0210,78.09091094,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0211,77.49960981,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0212,75.88746129,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0213,79.03369176,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0214,76.11600295,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0215,77.52765385,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0216,78.88782068,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0217,80.9351305,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0218,78.77235598,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0219,80.31794489,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0220,78.58940521,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0221,78.35867563,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0222,75.68048284,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0223,74.8401949,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0224,77.88343063,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0225,78.52836297,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0226,76.62231357,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0227,75.79875387,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0228,78.96161362,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0229,77.45166208,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0230,76.18181666,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0231,78.80136794,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0232,83.09606313,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0233,78.30590417,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0234,78.1744329,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0235,78.76078503,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0236,80.14807971,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0237,80.96866743,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0238,76.57413185,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0239,80.88160398,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0240,76.39151062,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0241,75.17479751,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0242,76.26688325,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0243,75.79022083,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0244,78.14241527,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0245,77.21780055,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0246,76.7961663,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0247,79.40103531,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0248,81.41599214,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0249,82.18518064,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0250,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0251,79.20494587,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0252,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0253,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0254,82.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0255,77.6785783,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0256,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0257,81.07288153,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0258,77.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0259,76.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0260,75.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0261,78.25115721,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0262,77.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0263,75.98119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0264,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0265,78.48119501,2018,Days.to.heading.LSU_01.0000130
LSU_RICE_0001,86.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0002,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0003,89.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0004,88.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0005,89.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0006,82.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0007,90.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0008,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0009,87.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0010,81.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0011,96.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0012,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0013,88.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0014,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0015,90.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0016,83.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0017,83.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0018,95.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0019,92.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0020,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0021,87.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0022,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0023,93.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0024,90.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0025,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0026,79.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0027,82.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0028,83.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0029,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0030,82.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0031,74.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0032,77.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0033,79.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0034,81.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0035,83.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0036,83.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0037,94.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0038,80.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0039,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0040,88.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0041,87.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0042,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0043,87.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0044,84.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0045,85.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0046,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0047,90.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0048,85.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0049,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0050,92.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0051,90.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0052,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0053,89.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0054,84.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0055,85.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0056,73.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0057,71.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0058,88.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0059,84.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0060,90.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0061,85.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0062,89.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0063,88.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0064,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0065,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0066,88.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0067,89.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0068,88.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0069,87.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0070,90.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0071,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0072,95.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0073,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0074,84.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0075,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0076,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0077,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0078,91.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0079,88.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0080,100.8725593,2018,Plant.height.LSU_01.0000132
LSU_RICE_0081,90.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0082,89.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0083,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0084,80.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0085,86.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0086,87.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0087,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0088,102.8725593,2018,Plant.height.LSU_01.0000132
LSU_RICE_0089,92.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0090,89.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0091,88.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0092,97.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0093,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0094,93.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0095,85.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0096,102.8725593,2018,Plant.height.LSU_01.0000132
LSU_RICE_0097,92.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0098,92.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0099,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0100,93.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0101,98.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0102,92.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0103,97.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0104,90.37255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0105,81.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0106,91.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0107,93.87255931,2018,Plant.height.LSU_01.0000132
LSU_RICE_0108,86.37255931,2018,Plant.height.LSU_01.0000132
